Ch96 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch100 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch104 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch108 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch112 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch116 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch120 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch124 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch128 18  18  18  18 18 18 18  18  18  18 18 18 20 20  20  20  20 20 20 20 20  20  20  20 20 20 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch132 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch136 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch140 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch144 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch149 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch153 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch157 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch161 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch165 11  11  11  11 11 11 11  11  11  11 11 11 12 12  12  12  12 12 12 13 13  13  13  13 13 13 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch169 18  18  18  18 18 18 18  18  16  16 14 14 18 18  18  16  16 14 14 18 18  18  16  16 14 14 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch173 18  18  18  18 18 18 18  18  16  16 14 14 18 18  18  16  16 14 14 18 18  18  16  16 14 14 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch177 18  18  18  18 18 18 18  18  16  16 14 14 18 18  18  16  16 14 14 18 18  18  16  16 14 14 9 9  9  9  9 9 9 1 3 6 6 3 1 0
Ch181 18  18  18  18 18 18 18  18  16  16 14 14 18 18  18  15  16 14 14 18 18  18  16  16 14 14 9 9  9  9  9 9 9 1 3 6 6 3 1 0
